  0.4959411  0.5256311  0.5563611  0.5881111  0.6208811  0.6546911    0  
  0.6895311  0.7254111  0.7623511  0.8003511  0.8394411  0.8796411    1  
  0.9209911  0.9635311  0.1007310  0.1052310  0.1098610  0.1146310    0  
  0.1195410  0.1246010  0.1298110  0.1351710  0.1406910  0.1463810    0  
  0.1522310  0.1582510  0.1644310  0.1707810  0.1772810  0.1839510    0  
  0.1907710  0.1977310  0.2048210  0.2120510  0.2193810  0.2268210    1  
  0.2343510  0.2419510  0.2496210  0.2573310  0.2650910  0.2728610    0      
  0.2806610  0.2884510  0.2962410  0.3040210  0.3117910  0.3195310    1      
  0.3272510  0.3349510  0.3426210  0.3502810  0.3579210  0.3655410    1  
  0.3731610  0.3807610  0.3883610  0.3959510  0.4035310  0.4111110    0  
  0.4186710  0.4262010  0.4337010  0.4411510  0.4485410  0.4558410    1  
  0.4630210  0.4700710  0.4769510  0.4836310  0.4900710  0.4962510    0  
  0.5021110  0.5076210  0.5127410  0.5174410  0.5216710  0.5253910    0  
  0.5285710  0.5311810  0.5331810  0.5345410  0.5352410  0.5352510    0  
  0.5345610  0.5331510  0.5310210  0.5281410  0.5245410  0.5201910    1  
  0.5151210  0.5093310  0.5028310  0.4956510  0.4878110  0.4793210    0      
  0.4702310  0.4605610  0.4503510  0.4396410  0.4284610  0.4168610    1      
  0.4048810  0.3925610  0.3799510  0.3671110  0.3540710  0.3408810    1  
  0.3275910  0.3142410  0.3008910  0.2875710  0.2743310  0.2612110    0  
  0.2482510  0.2354910  0.2229510  0.2106810  0.1987010  0.1870410    1  
  0.1757310  0.1647710  0.1542010  0.1440210  0.1342510  0.1248910    0  
  0.1159610  0.1074610  0.9938011  0.9172811  0.8449711  0.7768311    0  
  0.1467211  0.1597811  0.1737211  0.1885611  0.2043411  0.2210811    0  
  0.2388011  0.2575211  0.2772611  0.2980411  0.3198611  0.3427311    1  
  0.3666511  0.3916411  0.4176911  0.4447911  0.4729411  0.5021311    0      
  0.5323611  0.5636211  0.5958911  0.6291811  0.6634711  0.6987711    1      
  0.7350711  0.7723911  0.8107211  0.8501011  0.8905311  0.9320611    1  
  0.9747011  0.1018510  0.1063510  0.1109810  0.1157410  0.1206310    0  
  0.1256710  0.1308610  0.1361910  0.1416910  0.1473510  0.1531810    1  
  0.1591810  0.1653410  0.1716710  0.1781810  0.1848410  0.1916610    0  
  0.1986410  0.2057610  0.2130110  0.2203810  0.2278510  0.2354310    0  
  0.2430810  0.2507910  0.2585610  0.2663610  0.2741810  0.2820110    0  
  0.2898410  0.2976510  0.3054510  0.3132210  0.3209610  0.3286710    1  
  0.3363410  0.3439910  0.3516210  0.3592310  0.3668210  0.3744110    0      
  0.3820010  0.3896010  0.3972210  0.4048510  0.4125110  0.4201910    1      
  0.4278910  0.4356010  0.4433210  0.4510410  0.4587210  0.4663710    1  
  0.4739410  0.4814210  0.4887610  0.4959510  0.5029310  0.5096710    0  
  0.5161310  0.5222610  0.5280210  0.5333710  0.5382610  0.5426510    1  
  0.5465010  0.5497610  0.5524110  0.5544110  0.5557210  0.5563310    0  
  0.5562010  0.5553310  0.5536910  0.5512810  0.5480810  0.5441110    0  
  0.5393710  0.5338610  0.5275910  0.5205910  0.5128710  0.5044610    0  
  0.4953810  0.4856810  0.4753810  0.4645310  0.4531610  0.4413110    1  
  0.4290410  0.4163810  0.4033910  0.3901210  0.3766110  0.3629110    0      
  0.3490810  0.3351610  0.3212010  0.3072510  0.2933610  0.2795610    1      
  0.2659110  0.2524510  0.2392010  0.2262210  0.2135210  0.2011410    1  
  0.1891110  0.1774510  0.1661810  0.1553210  0.1448810  0.1348710    0  
  0.1253110  0.1161910  0.1075210  0.9930011  0.9152511  0.8419011    1  
  0.1594211  0.1735211  0.1885611  0.2045511  0.2215411  0.2395411    0  
  0.2585711  0.2786511  0.2997911  0.3220111  0.3453011  0.3696911    0  
  0.3951511  0.4217011  0.4493211  0.4780111  0.5077511  0.5385311    0  
  0.5703411  0.6031611  0.6369711  0.6717811  0.7075611  0.7443111    1  
  0.7820311  0.8207311  0.8604111  0.9011011  0.9428111  0.9855811    0      
  0.1029410  0.1074410  0.1120610  0.1168110  0.1216910  0.1267010    1      
  0.1318610  0.1371710  0.1426310  0.1482610  0.1540610  0.1600210    1  
  0.1661610  0.1724710  0.1789610  0.1856210  0.1924410  0.1994210    0  
  0.2065510  0.2138210  0.2212210  0.2287410  0.2363510  0.2440510    1  
  0.2518110  0.2596210  0.2674710  0.2753310  0.2832010  0.2910510    0  
  0.2988810  0.3066810  0.3144310  0.3221410  0.3298110  0.3374310    0  
  0.3450110  0.3525510  0.3600610  0.3675510  0.3750410  0.3825310    0  
  0.3900310  0.3975610  0.4051410  0.4127610  0.4204310  0.4281610    1  
  0.4359610  0.4438110  0.4517110  0.4596510  0.4676210  0.4755910    0      
  0.4835410  0.4914310  0.4992510  0.5069410  0.5144710  0.5218010    1      
  0.5288810  0.5356610  0.5420910  0.5481310  0.5537210  0.5588210    1  
  0.5633810  0.5673610  0.5707110  0.5734010  0.5753810  0.5766410    0  
  0.5771410  0.5768610  0.5757910  0.5739010  0.5711910  0.5676610    1  
  0.5633010  0.5581310  0.5521610  0.5454010  0.5378710  0.5295910    0  
  0.5205910  0.5109110  0.5005910  0.4896410  0.4781310  0.4660910    0  
  0.4535710  0.4406210  0.4272810  0.4136110  0.3996710  0.3854910    0  
  0.3711410  0.3566610  0.3421210  0.3275510  0.3130110  0.2985510    1  
  0.2842210  0.2700510  0.2560910  0.2423810  0.2289610  0.2158610    0      
  0.2031010  0.1907210  0.1787310  0.1671710  0.1560410  0.1453610    1      
  0.1351410  0.1253910  0.1161010  0.1072910  0.9894811  0.9107011    1  
  0.1729111  0.1881111  0.2043011  0.2215111  0.2397611  0.2590711    0  
  0.2794711  0.3009611  0.3235511  0.3472611  0.3720911  0.3980311    1  
  0.4250711  0.4532211  0.4824411  0.5127411  0.5440811  0.5764511    0  
  0.6098311  0.6442111  0.6795511  0.7158411  0.7530811  0.7912411    0  
  0.8303311  0.8703611  0.9113211  0.9532511  0.9961611  0.1040110    0  
  0.1085110  0.1131210  0.1178510  0.1227110  0.1277010  0.1328310    1  
  0.1381010  0.1435310  0.1491210  0.1548810  0.1608110  0.1669110    0      
  0.1732010  0.1796610  0.1863010  0.1931210  0.2001010  0.2072410    1      
  0.2145410  0.2219710  0.2295210  0.2371810  0.2449210  0.2527410    1  
  0.2606010  0.2685010  0.2764110  0.2843110  0.2922010  0.3000410    0  
  0.3078310  0.3155710  0.3232410  0.3308510  0.3383810  0.3458510    1  
  0.3532710  0.3606310  0.3679710  0.3752810  0.3825810  0.3899010    0  
  0.3972510  0.4046410  0.4121010  0.4196410  0.4272710  0.4350010    0  
  0.4428410  0.4507810  0.4588210  0.4669510  0.4751610  0.4834410    0  
  0.4917410  0.5000510  0.5083210  0.5165310  0.5246210  0.5325410    1  
  0.5402610  0.5477110  0.5548410  0.5616010  0.5679310  0.5737910    0      
  0.5791110  0.5838510  0.5879610  0.5913910  0.5941110  0.5960810    1      
  0.5972710  0.5976510  0.5971910  0.5958910  0.5937310  0.5907010    1  
  0.5868110  0.5820510  0.5764310  0.5699710  0.5626910  0.5546110    0  
  0.5457610  0.5361610  0.5258610  0.5148810  0.5032810  0.4911010    1  
  0.4783810  0.4651810  0.4515410  0.4375210  0.4231710  0.4085510    0  
  0.3937110  0.3787110  0.3635910  0.3484310  0.3332610  0.3181510    0  
  0.3031310  0.2882710  0.2736010  0.2591710  0.2450110  0.2311710    0  
  0.2176810  0.2045610  0.1918510  0.1795710  0.1677310  0.1563610    1  
  0.1454710  0.1350510  0.1251310  0.1157110  0.1067710  0.9832811    0      
